strains,type_ref,match_per,typing,tree_name,
ERR115054,eDCC9,0.999,eDCC9,eDCC9,1
ERR2818451,DCC2,0.999,DCC2,DCC2,1
ERR2818459,DCC2,0.999,DCC2,DCC2,1
ERR3142194,DCC1,0.999,DCC1,DCC1,1
ERR3198474,DCC2,0.999,DCC2,DCC2,1
ERR3198475,DCC2,0.999,DCC2,DCC2,1
ERR3198498,DCC1,0.999,DCC1,DCC1,1
ERR330813,DCC1,0.999,DCC1,DCC1,1
ERR374176,DCC2,0.999,DCC2,DCC2,1
ERR4326493,eDCC9,0.999,eDCC9,eDCC9,1
ERR4326503,eDCC9,0.999,eDCC9,eDCC9,1
ERR4326519,eDCC9,0.999,eDCC9,eDCC9,1
ERR4326545,eDCC9,0.999,eDCC9,eDCC9,1
ERR4326576,eDCC9,0.999,eDCC9,eDCC9,1
ERR490692,DCC2,0.999,DCC2,DCC2,1
ERR494921,DCC2,0.999,DCC2,DCC2,1
ERR7253743,DCC1,0.999,DCC1,DCC1,1
SRR12051539,DCC2,0.999,DCC2,DCC2,1
SRR12051637,DCC1,0.999,DCC1,DCC1,1
SRR12051756,DCC1,0.999,DCC1,DCC1,1
SRR14736604,DCC2,0.999,DCC2,DCC2,1
SRR7800676,DCC1,0.999,DCC1,DCC1,1
DRR245217,DCC6,0.999,DCC6,DCC6,1
DRR317604,DCC6,0.999,DCC6,DCC6,1
ERR3198399,eDCC38,0.999,eDCC38,eDCC38,1
ERR337758,DCC6,0.999,DCC6,DCC6,1
ERR374124,DCC6,0.999,DCC6,DCC6,1
ERR5384812,DCC6,0.999,DCC6,DCC6,1
ERR567866,eDCC38,0.999,eDCC38,eDCC38,1
SRR12051584,DCC6,0.999,DCC6,DCC6,1
ERR3198414,DCC7,0.999,DCC7,DCC7,1
ERR459982,DCC7,0.999,DCC7,DCC7,1
ERR494859,DCC7,0.999,DCC7,DCC7,1
ERR494875,DCC7,0.999,DCC7,DCC7,1
ERR494915,DCC7,0.999,DCC7,DCC7,1
SRR6388706,DCC7,0.999,DCC7,DCC7,1
SRR6388744,DCC7,0.999,DCC7,DCC7,1
SRR19357817,DCC6,0.999,DCC6,DCC6,1
SRR6045937,DCC6,0.999,DCC6,DCC6,1
SRR6046826,DCC6,0.999,DCC6,DCC6,1
SRR6388681,DCC6,0.999,DCC6,DCC6,1
SRR6388761,DCC6,0.999,DCC6,DCC6,1
SRR6871404,DCC6,0.999,DCC6,DCC6,1
SRR7800461,DCC6,0.999,DCC6,DCC6,1
ERR5413926,eDCC19,0.999,eDCC19,eDCC19,1
DRR245155,DCC5,0.9991,DCC5,DCC5,1
DRR245222,DCC1,0.9991,DCC1,DCC1,1
DRR245271,DCC1,0.9991,DCC1,DCC1,1
DRR317396,DCC1,0.9991,DCC1,DCC1,1
ERR1413203,DCC1,0.9991,DCC1,DCC1,1
ERR3198504,DCC5,0.9991,DCC5,DCC5,1
ERR337771,eDCC21,0.9991,eDCC21,eDCC21,1
ERR337833,eDCC11,0.9991,eDCC11,eDCC11,1
ERR363323,eDCC16,0.9991,eDCC16,eDCC16,1
ERR374074,eDCC11,0.9991,eDCC11,eDCC11,1
ERR374096,eDCC11,0.9991,eDCC11,eDCC11,1
ERR4326529,DCC1,0.9991,DCC1,DCC1,1
ERR4326568,DCC1,0.9991,DCC1,DCC1,1
ERR459938,DCC1,0.9991,DCC1,DCC1,1
ERR567859,DCC5,0.9991,DCC5,DCC5,1
ERR7253728,DCC1,0.9991,DCC1,DCC1,1
ERR8266596,DCC1,0.9991,DCC1,DCC1,1
ERR8266599,DCC1,0.9991,DCC1,DCC1,1
ERR8266600,DCC1,0.9991,DCC1,DCC1,1
ERR8266601,DCC1,0.9991,DCC1,DCC1,1
SRR12051547,DCC1,0.9991,DCC1,DCC1,1
SRR12051598,eDCC10,0.9991,eDCC10,eDCC10,1
SRR12051746,DCC1,0.9991,DCC1,DCC1,1
SRR12051747,DCC1,0.9991,DCC1,DCC1,1
SRR12051749,DCC1,0.9991,DCC1,DCC1,1
SRR12051750,DCC1,0.9991,DCC1,DCC1,1
SRR12051751,DCC1,0.9991,DCC1,DCC1,1
SRR12051752,DCC1,0.9991,DCC1,DCC1,1
SRR12051753,DCC1,0.9991,DCC1,DCC1,1
SRR12051755,DCC1,0.9991,DCC1,DCC1,1
SRR12051757,DCC1,0.9991,DCC1,DCC1,1
SRR12051758,DCC1,0.9991,DCC1,DCC1,1
SRR12051832,DCC1,0.9991,DCC1,DCC1,1
SRR14719215,DCC1,0.9991,DCC1,DCC1,1
SRR17798140,DCC1,0.9991,DCC1,DCC1,1
SRR17798141,DCC1,0.9991,DCC1,DCC1,1
SRR17798142,DCC1,0.9991,DCC1,DCC1,1
SRR17798143,DCC1,0.9991,DCC1,DCC1,1
SRR17798144,DCC1,0.9991,DCC1,DCC1,1
SRR17798145,DCC1,0.9991,DCC1,DCC1,1
SRR17798146,DCC1,0.9991,DCC1,DCC1,1
SRR17798147,DCC1,0.9991,DCC1,DCC1,1
SRR17798148,DCC1,0.9991,DCC1,DCC1,1
SRR17798149,DCC1,0.9991,DCC1,DCC1,1
SRR17798150,DCC1,0.9991,DCC1,DCC1,1
SRR17798151,DCC1,0.9991,DCC1,DCC1,1
SRR17798152,DCC1,0.9991,DCC1,DCC1,1
SRR17798153,DCC1,0.9991,DCC1,DCC1,1
SRR17798154,DCC1,0.9991,DCC1,DCC1,1
SRR17798155,DCC1,0.9991,DCC1,DCC1,1
SRR17798156,DCC1,0.9991,DCC1,DCC1,1
SRR17798157,DCC1,0.9991,DCC1,DCC1,1
SRR17798158,DCC1,0.9991,DCC1,DCC1,1
SRR17798159,DCC1,0.9991,DCC1,DCC1,1
SRR17798160,DCC1,0.9991,DCC1,DCC1,1
SRR17798161,DCC1,0.9991,DCC1,DCC1,1
SRR17798162,DCC1,0.9991,DCC1,DCC1,1
SRR17798163,DCC1,0.9991,DCC1,DCC1,1
SRR17798164,DCC1,0.9991,DCC1,DCC1,1
SRR17798165,DCC1,0.9991,DCC1,DCC1,1
SRR17798166,DCC1,0.9991,DCC1,DCC1,1
SRR17798167,DCC1,0.9991,DCC1,DCC1,1
SRR17798168,DCC1,0.9991,DCC1,DCC1,1
SRR17798169,DCC1,0.9991,DCC1,DCC1,1
SRR17798170,DCC1,0.9991,DCC1,DCC1,1
SRR17798172,DCC1,0.9991,DCC1,DCC1,1
SRR17798173,DCC1,0.9991,DCC1,DCC1,1
SRR17798174,DCC1,0.9991,DCC1,DCC1,1
SRR17798175,DCC1,0.9991,DCC1,DCC1,1
SRR17798176,DCC1,0.9991,DCC1,DCC1,1
SRR17798177,DCC1,0.9991,DCC1,DCC1,1
SRR17798178,DCC1,0.9991,DCC1,DCC1,1
SRR17798179,DCC1,0.9991,DCC1,DCC1,1
SRR17798180,DCC1,0.9991,DCC1,DCC1,1
SRR17798181,DCC1,0.9991,DCC1,DCC1,1
SRR17798182,DCC1,0.9991,DCC1,DCC1,1
SRR17798183,DCC1,0.9991,DCC1,DCC1,1
SRR6388733,DCC1,0.9991,DCC1,DCC1,1
SRR6871393,DCC1,0.9991,DCC1,DCC1,1
SRR7800517,DCC1,0.9991,DCC1,DCC1,1
SRR7800624,DCC1,0.9991,DCC1,DCC1,1
SRR7800649,eDCC16,0.9991,eDCC16,eDCC16,1
SRR7800700,DCC1,0.9991,DCC1,DCC1,1
DRR245188,eDCC31,0.9991,eDCC31,eDCC31,1
DRR317581,eDCC37,0.9991,eDCC37,eDCC37,1
ERR115034,eDCC32,0.9991,eDCC32,eDCC32,1
ERR2524329,eDCC35,0.9991,eDCC35,eDCC35,1
ERR363359,eDCC34,0.9991,eDCC34,eDCC34,1
ERR374137,eDCC31,0.9991,eDCC31,eDCC31,1
ERR330842,DCC3,0.9991,DCC3,DCC3,1
ERR330865,DCC3,0.9991,DCC3,DCC3,1
ERR330866,DCC3,0.9991,DCC3,DCC3,1
ERR337823,DCC3,0.9991,DCC3,DCC3,1
ERR369168,DCC3,0.9991,DCC3,DCC3,1
ERR369169,DCC3,0.9991,DCC3,DCC3,1
ERR369170,DCC3,0.9991,DCC3,DCC3,1
ERR369177,DCC3,0.9991,DCC3,DCC3,1
ERR369179,DCC3,0.9991,DCC3,DCC3,1
ERR369184,DCC3,0.9991,DCC3,DCC3,1
ERR369186,DCC3,0.9991,DCC3,DCC3,1
ERR369201,DCC3,0.9991,DCC3,DCC3,1
ERR369208,DCC3,0.9991,DCC3,DCC3,1
ERR374178,DCC3,0.9991,DCC3,DCC3,1
ERR3899151,DCC3,0.9991,DCC3,DCC3,1
ERR459771,DCC3,0.9991,DCC3,DCC3,1
ERR460000,DCC3,0.9991,DCC3,DCC3,1
ERR460038,DCC3,0.9991,DCC3,DCC3,1
ERR460056,DCC3,0.9991,DCC3,DCC3,1
ERR460083,DCC3,0.9991,DCC3,DCC3,1
ERR460084,DCC3,0.9991,DCC3,DCC3,1
ERR460096,DCC3,0.9991,DCC3,DCC3,1
ERR484963,DCC3,0.9991,DCC3,DCC3,1
ERR490690,DCC3,0.9991,DCC3,DCC3,1
ERR490694,DCC3,0.9991,DCC3,DCC3,1
ERR494833,DCC3,0.9991,DCC3,DCC3,1
SRR14719139,DCC3,0.9991,DCC3,DCC3,1
SRR6046286,DCC3,0.9991,DCC3,DCC3,1
SRR6388673,DCC3,0.9991,DCC3,DCC3,1
SRR12051625,eDCC31,0.9991,eDCC31,eDCC31,1
SRR12051662,eDCC31,0.9991,eDCC31,eDCC31,1
SRR6045527,eDCC31,0.9991,eDCC31,eDCC31,1
DRR245160,DCC1,0.9992,DCC1,DCC1,1
ERR114996,DCC2,0.9992,DCC2,DCC2,1
ERR115033,DCC2,0.9992,DCC2,DCC2,1
ERR1869538,DCC4,0.9992,DCC4,DCC4,1
ERR2818440,DCC2,0.9992,DCC2,DCC2,1
ERR2818441,DCC2,0.9992,DCC2,DCC2,1
ERR2818457,DCC2,0.9992,DCC2,DCC2,1
ERR2818458,DCC2,0.9992,DCC2,DCC2,1
ERR2818462,DCC2,0.9992,DCC2,DCC2,1
ERR3198363,DCC1,0.9992,DCC1,DCC1,1
ERR3198398,DCC4,0.9992,DCC4,DCC4,1
ERR3198466,DCC2,0.9992,DCC2,DCC2,1
ERR3198477,DCC2,0.9992,DCC2,DCC2,1
ERR3198478,DCC2,0.9992,DCC2,DCC2,1
ERR330815,DCC1,0.9992,DCC1,DCC1,1
ERR330819,DCC1,0.9992,DCC1,DCC1,1
ERR330821,DCC1,0.9992,DCC1,DCC1,1
ERR330910,eDCC23,0.9992,eDCC23,eDCC23,1
ERR330919,DCC2,0.9992,DCC2,DCC2,1
ERR343217,DCC1,0.9992,DCC1,DCC1,1
ERR363415,DCC1,0.9992,DCC1,DCC1,1
ERR369135,eDCC9,0.9992,eDCC9,eDCC9,1
ERR369142,eDCC9,0.9992,eDCC9,eDCC9,1
ERR373969,DCC1,0.9992,DCC1,DCC1,1
ERR374067,eDCC20,0.9992,eDCC20,eDCC20,1
ERR4326497,eDCC9,0.9992,eDCC9,eDCC9,1
ERR4326498,eDCC9,0.9992,eDCC9,eDCC9,1
ERR4326504,eDCC9,0.9992,eDCC9,eDCC9,1
ERR4326527,DCC1,0.9992,DCC1,DCC1,1
ERR4326533,eDCC9,0.9992,eDCC9,eDCC9,1
ERR4326534,eDCC9,0.9992,eDCC9,eDCC9,1
ERR4326557,eDCC9,0.9992,eDCC9,eDCC9,1
ERR4326572,DCC4,0.9992,DCC4,DCC4,1
ERR4326573,DCC4,0.9992,DCC4,DCC4,1
ERR459939,DCC1,0.9992,DCC1,DCC1,1
ERR490681,DCC2,0.9992,DCC2,DCC2,1
ERR5384784,DCC1,0.9992,DCC1,DCC1,1
ERR5384785,DCC1,0.9992,DCC1,DCC1,1
ERR567865,DCC4,0.9992,DCC4,DCC4,1
ERR7253806,DCC4,0.9992,DCC4,DCC4,1
ERR8266597,DCC1,0.9992,DCC1,DCC1,1
ERR8266602,DCC1,0.9992,DCC1,DCC1,1
SRR12051507,eDCC24,0.9992,eDCC24,eDCC24,1
SRR12051552,DCC4,0.9992,DCC4,DCC4,1
SRR12051553,DCC4,0.9992,DCC4,DCC4,1
SRR12051596,DCC1,0.9992,DCC1,DCC1,1
SRR12051600,DCC1,0.9992,DCC1,DCC1,1
SRR12051701,DCC4,0.9992,DCC4,DCC4,1
SRR12051707,DCC2,0.9992,DCC2,DCC2,1
SRR12051743,DCC4,0.9992,DCC4,DCC4,1
SRR12051745,DCC1,0.9992,DCC1,DCC1,1
SRR12051754,DCC1,0.9992,DCC1,DCC1,1
SRR12051873,DCC4,0.9992,DCC4,DCC4,1
SRR14719284,DCC4,0.9992,DCC4,DCC4,1
SRR6045596,DCC4,0.9992,DCC4,DCC4,1
SRR6045813,DCC2,0.9992,DCC2,DCC2,1
SRR6045954,DCC4,0.9992,DCC4,DCC4,1
SRR6046326,DCC1,0.9992,DCC1,DCC1,1
SRR6046406,DCC4,0.9992,DCC4,DCC4,1
SRR6388736,eDCC20,0.9992,eDCC20,eDCC20,1
SRR6388745,DCC4,0.9992,DCC4,DCC4,1
SRR6388752,DCC1,0.9992,DCC1,DCC1,1
SRR7800644,DCC1,0.9992,DCC1,DCC1,1
ERR7253800,eDCC38,0.9992,eDCC38,eDCC38,1
SRR12051699,eDCC31,0.9992,eDCC31,eDCC31,1
SRR12051700,eDCC31,0.9992,eDCC31,eDCC31,1
SRR315378,eDCC34,0.9992,eDCC34,eDCC34,1
SRR6045329,eDCC31,0.9992,eDCC31,eDCC31,1
ERR115039,DCC2,0.9993,DCC2,DCC2,1
ERR115070,DCC2,0.9993,DCC2,DCC2,1
ERR2524310,DCC2,0.9993,DCC2,DCC2,1
ERR2818437,DCC2,0.9993,DCC2,DCC2,1
ERR2818438,DCC2,0.9993,DCC2,DCC2,1
ERR2818439,DCC2,0.9993,DCC2,DCC2,1
ERR2818443,DCC2,0.9993,DCC2,DCC2,1
ERR2818453,DCC2,0.9993,DCC2,DCC2,1
ERR2818461,DCC2,0.9993,DCC2,DCC2,1
ERR2818463,DCC2,0.9993,DCC2,DCC2,1
ERR3198450,DCC2,0.9993,DCC2,DCC2,1
ERR3198451,DCC2,0.9993,DCC2,DCC2,1
ERR3198461,DCC2,0.9993,DCC2,DCC2,1
ERR3198463,DCC2,0.9993,DCC2,DCC2,1
ERR3198465,DCC2,0.9993,DCC2,DCC2,1
ERR3198469,DCC2,0.9993,DCC2,DCC2,1
ERR3198476,DCC2,0.9993,DCC2,DCC2,1
ERR330766,eDCC16,0.9993,eDCC16,eDCC16,1
ERR337733,eDCC16,0.9993,eDCC16,eDCC16,1
ERR374158,eDCC12,0.9993,eDCC12,eDCC12,1
ERR374187,eDCC16,0.9993,eDCC16,eDCC16,1
ERR4020060,DCC2,0.9993,DCC2,DCC2,1
ERR4020093,eDCC30,0.9993,eDCC30,eDCC30,1
ERR4326492,eDCC9,0.9993,eDCC9,eDCC9,1
ERR4326517,eDCC9,0.9993,eDCC9,eDCC9,1
ERR459820,eDCC16,0.9993,eDCC16,eDCC16,1
ERR459821,eDCC16,0.9993,eDCC16,eDCC16,1
ERR459899,eDCC15,0.9993,eDCC15,eDCC15,1
ERR459900,eDCC15,0.9993,eDCC15,eDCC15,1
ERR459903,eDCC15,0.9993,eDCC15,eDCC15,1
ERR459911,eDCC15,0.9993,eDCC15,eDCC15,1
ERR459913,eDCC15,0.9993,eDCC15,eDCC15,1
ERR459916,eDCC15,0.9993,eDCC15,eDCC15,1
ERR459917,eDCC15,0.9993,eDCC15,eDCC15,1
ERR460011,eDCC15,0.9993,eDCC15,eDCC15,1
ERR460012,eDCC15,0.9993,eDCC15,eDCC15,1
ERR460015,eDCC15,0.9993,eDCC15,eDCC15,1
ERR460019,eDCC15,0.9993,eDCC15,eDCC15,1
ERR460020,eDCC15,0.9993,eDCC15,eDCC15,1
ERR494981,eDCC15,0.9993,eDCC15,eDCC15,1
SRR12051692,DCC2,0.9993,DCC2,DCC2,1
SRR14043028,eDCC25,0.9993,eDCC25,eDCC25,1
SRR14736584,DCC2,0.9993,DCC2,DCC2,1
SRR14746708,DCC2,0.9993,DCC2,DCC2,1
SRR6045282,DCC2,0.9993,DCC2,DCC2,1
SRR6045497,DCC2,0.9993,DCC2,DCC2,1
SRR6046132,DCC2,0.9993,DCC2,DCC2,1
SRR6046707,DCC2,0.9993,DCC2,DCC2,1
SRR6046808,DCC2,0.9993,DCC2,DCC2,1
SRR6388679,eDCC16,0.9993,eDCC16,eDCC16,1
SRR6388714,DCC2,0.9993,DCC2,DCC2,1
SRR6388730,DCC2,0.9993,DCC2,DCC2,1
SRR7800552,DCC2,0.9993,DCC2,DCC2,1
DRR245164,eDCC31,0.9993,eDCC31,eDCC31,1
DRR245288,eDCC31,0.9993,eDCC31,eDCC31,1
ERR1869535,eDCC31,0.9993,eDCC31,eDCC31,1
DRR245272,DCC3,0.9993,DCC3,DCC3,1
DRR317390,DCC3,0.9993,DCC3,DCC3,1
ERR3142872,DCC3,0.9993,DCC3,DCC3,1
ERR3198482,DCC3,0.9993,DCC3,DCC3,1
ERR3198483,DCC3,0.9993,DCC3,DCC3,1
ERR3198486,DCC3,0.9993,DCC3,DCC3,1
ERR3198487,DCC3,0.9993,DCC3,DCC3,1
ERR330826,DCC3,0.9993,DCC3,DCC3,1
ERR330843,DCC3,0.9993,DCC3,DCC3,1
ERR330844,DCC3,0.9993,DCC3,DCC3,1
ERR330849,DCC3,0.9993,DCC3,DCC3,1
ERR330873,DCC3,0.9993,DCC3,DCC3,1
ERR330884,DCC3,0.9993,DCC3,DCC3,1
ERR330914,DCC3,0.9993,DCC3,DCC3,1
ERR337791,DCC3,0.9993,DCC3,DCC3,1
ERR337810,DCC3,0.9993,DCC3,DCC3,1
ERR337814,DCC3,0.9993,DCC3,DCC3,1
ERR337815,DCC3,0.9993,DCC3,DCC3,1
ERR337843,DCC3,0.9993,DCC3,DCC3,1
ERR337845,DCC3,0.9993,DCC3,DCC3,1
ERR337885,DCC3,0.9993,DCC3,DCC3,1
ERR340548,DCC3,0.9993,DCC3,DCC3,1
ERR349263,DCC3,0.9993,DCC3,DCC3,1
ERR369144,DCC3,0.9993,DCC3,DCC3,1
ERR369178,DCC3,0.9993,DCC3,DCC3,1
ERR369187,DCC3,0.9993,DCC3,DCC3,1
ERR369204,DCC3,0.9993,DCC3,DCC3,1
ERR369207,DCC3,0.9993,DCC3,DCC3,1
ERR369243,DCC3,0.9993,DCC3,DCC3,1
ERR369249,DCC3,0.9993,DCC3,DCC3,1
ERR369257,DCC3,0.9993,DCC3,DCC3,1
ERR369284,DCC3,0.9993,DCC3,DCC3,1
ERR369289,DCC3,0.9993,DCC3,DCC3,1
ERR374042,DCC3,0.9993,DCC3,DCC3,1
ERR374055,DCC3,0.9993,DCC3,DCC3,1
ERR3899147,DCC3,0.9993,DCC3,DCC3,1
ERR3899149,DCC3,0.9993,DCC3,DCC3,1
ERR3899153,DCC3,0.9993,DCC3,DCC3,1
ERR3899155,DCC3,0.9993,DCC3,DCC3,1
ERR3899163,DCC3,0.9993,DCC3,DCC3,1
ERR3899164,DCC3,0.9993,DCC3,DCC3,1
ERR459858,DCC3,0.9993,DCC3,DCC3,1
ERR459927,DCC3,0.9993,DCC3,DCC3,1
ERR459972,DCC3,0.9993,DCC3,DCC3,1
ERR459996,DCC3,0.9993,DCC3,DCC3,1
ERR459998,DCC3,0.9993,DCC3,DCC3,1
ERR460005,DCC3,0.9993,DCC3,DCC3,1
ERR460006,DCC3,0.9993,DCC3,DCC3,1
ERR460026,DCC3,0.9993,DCC3,DCC3,1
ERR460028,DCC3,0.9993,DCC3,DCC3,1
ERR460037,DCC3,0.9993,DCC3,DCC3,1
ERR460042,DCC3,0.9993,DCC3,DCC3,1
ERR460044,DCC3,0.9993,DCC3,DCC3,1
ERR460046,DCC3,0.9993,DCC3,DCC3,1
ERR460052,DCC3,0.9993,DCC3,DCC3,1
ERR460055,DCC3,0.9993,DCC3,DCC3,1
ERR460086,DCC3,0.9993,DCC3,DCC3,1
ERR460088,DCC3,0.9993,DCC3,DCC3,1
ERR460090,DCC3,0.9993,DCC3,DCC3,1
ERR490667,DCC3,0.9993,DCC3,DCC3,1
ERR490677,DCC3,0.9993,DCC3,DCC3,1
ERR490679,DCC3,0.9993,DCC3,DCC3,1
ERR490704,DCC3,0.9993,DCC3,DCC3,1
ERR494863,DCC3,0.9993,DCC3,DCC3,1
ERR494968,DCC3,0.9993,DCC3,DCC3,1
SRR315355,DCC3,0.9993,DCC3,DCC3,1
SRR6388722,DCC3,0.9993,DCC3,DCC3,1
SRR7800509,DCC3,0.9993,DCC3,DCC3,1
SRR315379,eDCC34,0.9993,eDCC34,eDCC34,1
SRR6388749,DCC7,0.9993,DCC7,DCC7,1
SRR6046027,eDCC31,0.9993,eDCC31,eDCC31,1
SRR901247,eDCC34,0.9993,eDCC34,eDCC34,1
DRR245185,DCC1,0.9994,DCC1,DCC1,1
DRR245246,DCC1,0.9994,DCC1,DCC1,1
DRR317392,DCC1,0.9994,DCC1,DCC1,1
ERR1413199,DCC1,0.9994,DCC1,DCC1,1
ERR1413202,DCC1,0.9994,DCC1,DCC1,1
ERR3198370,DCC1,0.9994,DCC1,DCC1,1
ERR363252,eDCC16,0.9994,eDCC16,eDCC16,1
ERR374017,DCC1,0.9994,DCC1,DCC1,1
ERR4326542,eDCC9,0.9994,eDCC9,eDCC9,1
ERR459804,DCC1,0.9994,DCC1,DCC1,1
ERR459815,eDCC16,0.9994,eDCC16,eDCC16,1
ERR459817,eDCC16,0.9994,eDCC16,eDCC16,1
ERR459818,eDCC16,0.9994,eDCC16,eDCC16,1
ERR484992,DCC1,0.9994,DCC1,DCC1,1
ERR494842,eDCC16,0.9994,eDCC16,eDCC16,1
ERR494855,DCC1,0.9994,DCC1,DCC1,1
ERR494957,eDCC16,0.9994,eDCC16,eDCC16,1
ERR5384777,DCC1,0.9994,DCC1,DCC1,1
ERR5384783,eDCC16,0.9994,eDCC16,eDCC16,1
ERR7253757,eDCC29,0.9994,eDCC29,eDCC29,1
ERR7253825,eDCC16,0.9994,eDCC16,eDCC16,1
ERR8266586,DCC1,0.9994,DCC1,DCC1,1
ERR8266588,DCC1,0.9994,DCC1,DCC1,1
ERR8266598,DCC1,0.9994,DCC1,DCC1,1
SRR12051679,DCC1,0.9994,DCC1,DCC1,1
SRR6045974,DCC1,0.9994,DCC1,DCC1,1
SRR7800519,DCC1,0.9994,DCC1,DCC1,1
SRR7800558,eDCC16,0.9994,eDCC16,eDCC16,1
SRR7800602,DCC1,0.9994,DCC1,DCC1,1
SRR7800679,DCC1,0.9994,DCC1,DCC1,1
DRR245220,DCC6,0.9994,DCC6,DCC6,1
DRR245240,DCC6,0.9994,DCC6,DCC6,1
DRR245243,DCC6,0.9994,DCC6,DCC6,1
DRR317570,eDCC36,0.9994,eDCC36,eDCC36,1
DRR317611,DCC6,0.9994,DCC6,DCC6,1
ERR1081289,eDCC38,0.9994,eDCC38,eDCC38,1
ERR119095,eDCC38,0.9994,eDCC38,eDCC38,1
ERR2759465,DCC6,0.9994,DCC6,DCC6,1
ERR337778,DCC6,0.9994,DCC6,DCC6,1
ERR340494,DCC6,0.9994,DCC6,DCC6,1
ERR363329,DCC6,0.9994,DCC6,DCC6,1
ERR494876,eDCC36,0.9994,eDCC36,eDCC36,1
SRR6388753,DCC6,0.9994,DCC6,DCC6,1
ERR5412384,eDCC19,0.9994,eDCC19,eDCC19,1
DRR245181,DCC1,0.9995,DCC1,DCC1,1
DRR317564,DCC1,0.9995,DCC1,DCC1,1
ERR115043,DCC2,0.9995,DCC2,DCC2,1
ERR2524336,DCC1,0.9995,DCC1,DCC1,1
ERR2818442,DCC2,0.9995,DCC2,DCC2,1
ERR2818446,DCC2,0.9995,DCC2,DCC2,1
ERR2818448,DCC2,0.9995,DCC2,DCC2,1
ERR2818450,DCC2,0.9995,DCC2,DCC2,1
ERR2818456,DCC2,0.9995,DCC2,DCC2,1
ERR2818460,DCC2,0.9995,DCC2,DCC2,1
ERR2818464,DCC2,0.9995,DCC2,DCC2,1
ERR2818465,DCC2,0.9995,DCC2,DCC2,1
ERR2818466,DCC2,0.9995,DCC2,DCC2,1
ERR3198368,DCC1,0.9995,DCC1,DCC1,1
ERR3198438,DCC1,0.9995,DCC1,DCC1,1
ERR3198439,DCC1,0.9995,DCC1,DCC1,1
ERR3198452,DCC2,0.9995,DCC2,DCC2,1
ERR3198455,DCC2,0.9995,DCC2,DCC2,1
ERR3198458,DCC2,0.9995,DCC2,DCC2,1
ERR3198460,DCC2,0.9995,DCC2,DCC2,1
ERR3198464,DCC2,0.9995,DCC2,DCC2,1
ERR3198467,DCC2,0.9995,DCC2,DCC2,1
ERR3198468,DCC2,0.9995,DCC2,DCC2,1
ERR3198472,DCC2,0.9995,DCC2,DCC2,1
ERR3198473,DCC2,0.9995,DCC2,DCC2,1
ERR3198506,DCC2,0.9995,DCC2,DCC2,1
ERR337748,DCC2,0.9995,DCC2,DCC2,1
ERR349285,DCC1,0.9995,DCC1,DCC1,1
ERR349319,DCC1,0.9995,DCC1,DCC1,1
ERR363338,DCC2,0.9995,DCC2,DCC2,1
ERR363367,eDCC8,0.9995,eDCC8,eDCC8,1
ERR374016,DCC1,0.9995,DCC1,DCC1,1
ERR4020056,DCC2,0.9995,DCC2,DCC2,1
ERR4020095,eDCC10,0.9995,eDCC10,eDCC10,1
ERR4298305,DCC1,0.9995,DCC1,DCC1,1
ERR4298322,DCC2,0.9995,DCC2,DCC2,1
ERR490691,DCC1,0.9995,DCC1,DCC1,1
ERR494851,DCC2,0.9995,DCC2,DCC2,1
ERR494862,DCC1,0.9995,DCC1,DCC1,1
ERR494932,DCC2,0.9995,DCC2,DCC2,1
ERR494974,DCC2,0.9995,DCC2,DCC2,1
ERR567861,DCC2,0.9995,DCC2,DCC2,1
ERR567881,DCC1,0.9995,DCC1,DCC1,1
ERR7253679,DCC1,0.9995,DCC1,DCC1,1
ERR7253697,DCC2,0.9995,DCC2,DCC2,1
ERR7253807,DCC2,0.9995,DCC2,DCC2,1
ERR8266617,eDCC10,0.9995,eDCC10,eDCC10,1
SRR12051549,DCC1,0.9995,DCC1,DCC1,1
SRR12051574,DCC1,0.9995,DCC1,DCC1,1
SRR12051636,DCC1,0.9995,DCC1,DCC1,1
SRR12051710,DCC1,0.9995,DCC1,DCC1,1
SRR12051812,DCC1,0.9995,DCC1,DCC1,1
SRR12051826,DCC1,0.9995,DCC1,DCC1,1
SRR12051828,DCC1,0.9995,DCC1,DCC1,1
SRR14043060,eDCC25,0.9995,eDCC25,eDCC25,1
SRR14719183,DCC1,0.9995,DCC1,DCC1,1
SRR14719196,DCC1,0.9995,DCC1,DCC1,1
SRR14719251,eDCC10,0.9995,eDCC10,eDCC10,1
SRR14736615,DCC2,0.9995,DCC2,DCC2,1
SRR18969517,eDCC30,0.9995,eDCC30,eDCC30,1
SRR19357818,DCC1,0.9995,DCC1,DCC1,1
SRR350224,DCC1,0.9995,DCC1,DCC1,1
SRR6045330,DCC1,0.9995,DCC1,DCC1,1
SRR6045886,eDCC10,0.9995,eDCC10,eDCC10,1
SRR6046108,DCC2,0.9995,DCC2,DCC2,1
SRR6046370,DCC2,0.9995,DCC2,DCC2,1
SRR6046918,DCC2,0.9995,DCC2,DCC2,1
SRR6388675,DCC1,0.9995,DCC1,DCC1,1
SRR6388718,DCC2,0.9995,DCC2,DCC2,1
SRR6388731,eDCC10,0.9995,eDCC10,eDCC10,1
SRR6388735,DCC2,0.9995,DCC2,DCC2,1
SRR6388751,DCC2,0.9995,DCC2,DCC2,1
SRR6871402,DCC2,0.9995,DCC2,DCC2,1
SRR7800429,DCC1,0.9995,DCC1,DCC1,1
